identifier,amount,execution-date,reference,category,account-of-receiver,account-of-creator
715,431.23,2019-03-06T10:49:31.642087,hotels.com,vacation,DE51728838437501118370,DE50493093512418563495
743,29.32,2018-12-23T10:49:31.642087,Cocolo Ramen,food,DE50493093512418563495,DE50493093512418563495
803,370.10,2019-07-01T10:49:31.642087,Esprit,clothes,DE20117978677399847042,DE50493093512418563495
824,78.70,2019-01-28T10:49:31.642108,hotels.com,vacation,DE46175649932131791856,DE50493093512418563495
852,935.44,2020-09-15T10:49:31.642087,Pauly Saal,food,DE92648558961468741310,DE50493093512418563495
898,161.13,2018-06-16T10:49:31.642087,Zalando,clothes,DE28571102327654896575,DE50493093512418563495
901,843.93,2020-09-22T10:49:31.641870,Lokal,food,DE29354508073743831293,DE50493093512418563495
926,997.80,2020-11-20T10:49:31.641890,thanks,transfer,DE10985785971549145687,DE50493093512418563495
931,563.47,2020-06-08T10:49:31.642087,Pauly Saal,food,DE98578335434393251543,DE50493093512418563495
938,496.92,2020-09-10T10:49:31.642087,booking.com,vacation,DE50493093512418563495,DE50493093512418563495
960,950.85,2020-03-19T10:49:31.642087,thanks,transfer,DE67444719107381296569,DE50493093512418563495
979,418.62,2020-06-09T10:49:31.642087,Edeka,supermarket,DE28571102327654896575,DE50493093512418563495
1015,106.99,2022-01-23T10:49:31.641890,ryanair,vacation,DE10985785971549145687,DE50493093512418563495
1083,885.89,2019-12-29T10:49:31.642087,Zalando,clothes,DE65403466947923029055,DE50493093512418563495
1088,155.95,2020-12-03T10:49:31.642279,Zeit für Brot,food,DE31852781254280985515,DE50493093512418563495
1090,751.99,2018-09-12T10:49:31.642087,thanks,transfer,DE78690946739504309806,DE50493093512418563495
1129,603.22,2020-09-29T10:49:31.641721,CordoBar,food,DE82444435329779109646,DE50493093512418563495
1156,949.54,2020-04-26T10:49:31.642000,thanks,transfer,DE22170806079195028710,DE50493093512418563495
1174,403.78,2021-01-27T10:49:31.641958,Zalando,clothes,DE50561242036667643899,DE50493093512418563495
1177,714.74,2020-06-02T10:49:31.642065,Vero Moda,clothes,DE44305226222441557697,DE50493093512418563495
1237,677.92,2019-08-27T10:49:31.642087,Zalando,clothes,DE28571102327654896575,DE50493093512418563495
1240,509.82,2019-12-17T10:49:31.641870,Edeka,supermarket,DE29354508073743831293,DE50493093512418563495
1277,392.82,2019-10-11T10:49:31.642087,thanks,transfer,DE28571102327654896575,DE50493093512418563495
1280,336.74,2019-06-02T10:49:31.641784,easyjet,vacation,DE76894768662419673111,DE50493093512418563495
1283,167.37,2020-03-02T10:49:31.642087,thanks,transfer,DE50493093512418563495,DE50493093512418563495
1313,190.74,2020-10-03T10:49:31.642023,booking.com,vacation,DE27235503909700305654,DE50493093512418563495
1329,163.53,2021-07-12T10:49:31.641890,hotels.com,vacation,DE10985785971549145687,DE50493093512418563495
1337,750.87,2020-05-05T10:49:31.642000,S.Oliver,clothes,DE22170806079195028710,DE50493093512418563495
1338,456.86,2020-03-26T10:49:31.641870,hotels.com,vacation,DE29354508073743831293,DE50493093512418563495
1340,238.72,2020-01-13T10:49:31.642023,Esprit,clothes,DE27235503909700305654,DE50493093512418563495
1506,859.36,2020-10-10T10:49:31.642023,Zur Letzten Instanz,food,DE27235503909700305654,DE50493093512418563495
1548,486.39,2019-05-01T10:49:31.641721,ryanair,vacation,DE82444435329779109646,DE50493093512418563495
1558,301.38,2020-08-25T10:49:31.642087,easyjet,vacation,DE78690946739504309806,DE50493093512418563495
1584,342.32,2018-12-14T10:49:31.642087,Effing,food,DE51728838437501118370,DE50493093512418563495
1655,381.88,2018-05-27T10:49:31.642087,booking.com,vacation,DE70334119137743514093,DE50493093512418563495
1658,594.18,2018-06-30T10:49:31.642087,Edeka,supermarket,DE78690946739504309806,DE50493093512418563495
1674,538.12,2019-02-28T10:49:31.642087,CordoBar,food,DE92648558961468741310,DE50493093512418563495
1719,369.74,2019-11-29T10:49:31.641721,ryanair,vacation,DE82444435329779109646,DE50493093512418563495
1737,880.28,2019-04-03T10:49:31.642087,S.Oliver,clothes,DE78690946739504309806,DE50493093512418563495
1763,521.93,2021-01-13T10:49:31.642087,CordoBar,food,DE98578335434393251543,DE50493093512418563495
1811,449.51,2020-10-01T10:49:31.642087,Pasta Bar,food,DE51728838437501118370,DE50493093512418563495
1837,825.14,2019-01-20T10:49:31.641916,Zeit für Brot,food,DE93852973047302670654,DE50493093512418563495
1855,804.96,2018-05-16T10:49:31.642087,hotels.com,vacation,DE67444719107381296569,DE50493093512418563495
1884,188.80,2020-02-04T10:49:31.642279,Pauly Saal,food,DE31852781254280985515,DE50493093512418563495
1938,406.79,2020-01-27T10:49:31.641870,Esprit,clothes,DE29354508073743831293,DE50493093512418563495
1944,417.71,2020-08-28T10:49:31.642087,Rewe,supermarket,DE32132962269821718345,DE50493093512418563495
1980,139.23,2019-10-14T10:49:31.642087,thanks,transfer,DE98578335434393251543,DE50493093512418563495
1991,84.99,2021-08-30T10:49:31.642256,Lokal,food,DE28254691836878919381,DE50493093512418563495
22,520.23,2019-06-14T10:49:31.641958,easyjet,vacation,DE27235503909700305654,DE50561242036667643899
59,971.72,2019-12-21T10:49:31.642256,easyjet,vacation,DE28254691836878919381,DE50561242036667643899
88,851.45,2020-12-11T10:49:31.641958,Vero Moda,clothes,DE67444719107381296569,DE50561242036667643899
107,263.49,2021-07-19T10:49:31.642279,booking.com,vacation,DE31852781254280985515,DE50561242036667643899
146,660.78,2019-10-21T10:49:31.641890,ryanair,vacation,DE10985785971549145687,DE50561242036667643899
161,780.35,2019-08-28T10:49:31.641958,Pauly Saal,food,DE51728838437501118370,DE50561242036667643899
172,603.36,2019-10-05T10:49:31.641958,ryanair,vacation,DE76894768662419673111,DE50561242036667643899
197,98.42,2019-09-07T10:49:31.641890,ryanair,vacation,DE10985785971549145687,DE50561242036667643899
241,286.56,2021-07-27T10:49:31.641958,Esprit,clothes,DE46175649932131791856,DE50561242036667643899
255,162.49,2021-04-09T10:49:31.642256,Zur Letzten Instanz,food,DE28254691836878919381,DE50561242036667643899
308,607.59,2019-03-12T10:49:31.641958,Rewe,supermarket,DE28571102327654896575,DE50561242036667643899
322,527.40,2019-07-08T10:49:31.641958,hotels.com,vacation,DE46175649932131791856,DE50561242036667643899
393,496.57,2021-04-15T10:49:31.641958,thanks,transfer,DE28571102327654896575,DE50561242036667643899
394,455.28,2019-06-11T10:49:31.641958,CordoBar,food,DE76894768662419673111,DE50561242036667643899
402,428.45,2021-04-20T10:49:31.642065,S.Oliver,clothes,DE44305226222441557697,DE50561242036667643899
460,9.63,2020-06-13T10:49:31.641958,Vero Moda,clothes,DE78690946739504309806,DE50561242036667643899
476,975.51,2020-11-04T10:49:31.641958,thanks,transfer,DE28571102327654896575,DE50561242036667643899
496,400.28,2020-11-17T10:49:31.641890,hotels.com,vacation,DE10985785971549145687,DE50561242036667643899
533,665.64,2021-07-11T10:49:31.641958,Esprit,clothes,DE33510125629974889896,DE50561242036667643899
554,487.10,2020-12-02T10:49:31.641958,booking.com,vacation,DE20117978677399847042,DE50561242036667643899
617,510.16,2021-08-21T10:49:31.642256,Cocolo Ramen,food,DE28254691836878919381,DE50561242036667643899
639,619.55,2020-03-18T10:49:31.641958,Pasta Bar,food,DE77851065666584720184,DE50561242036667643899
657,766.84,2022-01-15T10:49:31.641870,Zur Letzten Instanz,food,DE29354508073743831293,DE50561242036667643899
685,864.53,2020-10-27T10:49:31.641958,Lokal,food,DE92648558961468741310,DE50561242036667643899
695,736.49,2020-05-15T10:49:31.641958,Zalando,clothes,DE78690946739504309806,DE50561242036667643899
716,143.73,2021-09-08T10:49:31.641958,Zalando,clothes,DE50561242036667643899,DE50561242036667643899
751,794.44,2019-10-07T10:49:31.641958,thanks,transfer,DE70334119137743514093,DE50561242036667643899
757,753.49,2021-09-25T10:49:31.641870,thanks,transfer,DE29354508073743831293,DE50561242036667643899
844,149.48,2019-11-24T10:49:31.641721,Esprit,clothes,DE82444435329779109646,DE50561242036667643899
849,49.21,2020-06-02T10:49:31.642256,booking.com,vacation,DE28254691836878919381,DE50561242036667643899
855,606.48,2020-07-20T10:49:31.641958,Edeka,supermarket,DE33510125629974889896,DE50561242036667643899
856,810.18,2019-07-07T10:49:31.641958,hotels.com,vacation,DE50139821739297986888,DE50561242036667643899
858,413.30,2020-04-26T10:49:31.641958,Zalando,clothes,DE20117978677399847042,DE50561242036667643899
878,887.24,2021-01-08T10:49:31.641958,thanks,transfer,DE27235503909700305654,DE50561242036667643899
914,495.79,2020-01-16T10:49:31.641958,S.Oliver,clothes,DE76894768662419673111,DE50561242036667643899
928,199.80,2020-06-19T10:49:31.641958,Lokal,food,DE78690946739504309806,DE50561242036667643899
957,802.22,2020-03-31T10:49:31.641958,easyjet,vacation,DE65403466947923029055,DE50561242036667643899
983,478.91,2021-05-08T10:49:31.641958,Edeka,supermarket,DE93852973047302670654,DE50561242036667643899
1001,650.63,2019-02-16T10:49:31.641958,Effing,food,DE78690946739504309806,DE50561242036667643899
1036,227.35,2021-03-20T10:49:31.641958,Edeka,supermarket,DE98578335434393251543,DE50561242036667643899
1053,48.46,2019-11-06T10:49:31.642256,Lokal,food,DE28254691836878919381,DE50561242036667643899
1126,244.85,2019-08-11T10:49:31.641958,thanks,transfer,DE65403466947923029055,DE50561242036667643899
1180,14.10,2019-05-17T10:49:31.641958,easyjet,vacation,DE27235503909700305654,DE50561242036667643899
1183,304.91,2021-08-02T10:49:31.641958,CordoBar,food,DE70334119137743514093,DE50561242036667643899
1189,135.90,2020-10-20T10:49:31.641958,Rewe,supermarket,DE32132962269821718345,DE50561242036667643899
1205,720.15,2020-09-11T10:49:31.641958,Rewe,supermarket,DE28571102327654896575,DE50561242036667643899
1213,340.23,2019-06-24T10:49:31.641958,Edeka,supermarket,DE77851065666584720184,DE50561242036667643899
1216,546.70,2020-10-14T10:49:31.641958,Rewe,supermarket,DE46175649932131791856,DE50561242036667643899
1243,380.28,2019-12-27T10:49:31.641958,thanks,transfer,DE67444719107381296569,DE50561242036667643899
1245,181.99,2021-07-13T10:49:31.641958,thanks,transfer,DE67444719107381296569,DE50561242036667643899
1264,303.46,2021-03-10T10:49:31.641958,CordoBar,food,DE51728838437501118370,DE50561242036667643899
1295,752.22,2020-03-03T10:49:31.641958,Zalando,clothes,DE28571102327654896575,DE50561242036667643899
1307,23.76,2021-04-28T10:49:31.641958,Esprit,clothes,DE76894768662419673111,DE50561242036667643899
1362,728.47,2020-03-01T10:49:31.641870,hotels.com,vacation,DE29354508073743831293,DE50561242036667643899
1391,717.22,2020-05-01T10:49:31.641958,Pasta Bar,food,DE93852973047302670654,DE50561242036667643899
1396,590.93,2022-02-24T10:49:31.642256,ryanair,vacation,DE28254691836878919381,DE50561242036667643899
1398,107.82,2021-03-03T10:49:31.641958,Effing,food,DE32132962269821718345,DE50561242036667643899
1421,611.61,2020-04-19T10:49:31.641958,easyjet,vacation,DE78690946739504309806,DE50561242036667643899
1422,885.58,2018-12-15T10:49:31.641958,Cocolo Ramen,food,DE98578335434393251543,DE50561242036667643899
1457,340.34,2019-05-01T10:49:31.641958,CordoBar,food,DE50493093512418563495,DE50561242036667643899
1465,24.85,2021-05-08T10:49:31.641958,thanks,transfer,DE28571102327654896575,DE50561242036667643899
1497,824.91,2020-11-14T10:49:31.641958,booking.com,vacation,DE92648558961468741310,DE50561242036667643899
1533,186.66,2020-07-18T10:49:31.641958,Zur Letzten Instanz,food,DE46175649932131791856,DE50561242036667643899
1576,279.63,2019-12-20T10:49:31.641958,thanks,transfer,DE67444719107381296569,DE50561242036667643899
1577,264.68,2020-10-06T10:49:31.641958,Zur Letzten Instanz,food,DE28571102327654896575,DE50561242036667643899
1587,760.34,2021-05-31T10:49:31.641958,CordoBar,food,DE77851065666584720184,DE50561242036667643899
1593,575.67,2019-10-18T10:49:31.641958,thanks,transfer,DE65403466947923029055,DE50561242036667643899
1598,727.25,2020-12-12T10:49:31.641958,Cocolo Ramen,food,DE46175649932131791856,DE50561242036667643899
1620,17.37,2021-05-02T10:49:31.641958,thanks,transfer,DE98578335434393251543,DE50561242036667643899
1725,847.20,2021-04-20T10:49:31.641958,booking.com,vacation,DE98578335434393251543,DE50561242036667643899
1731,341.79,2019-01-19T10:49:31.641958,Cocolo Ramen,food,DE50561242036667643899,DE50561242036667643899
1738,578.83,2018-12-20T10:49:31.641958,booking.com,vacation,DE78690946739504309806,DE50561242036667643899
1758,312.65,2019-11-23T10:49:31.641958,Edeka,supermarket,DE77851065666584720184,DE50561242036667643899
1774,137.50,2020-12-17T10:49:31.641958,Pauly Saal,food,DE51728838437501118370,DE50561242036667643899
1857,285.40,2020-02-01T10:49:31.641958,Pasta Bar,food,DE20117978677399847042,DE50561242036667643899
1873,500.27,2020-01-16T10:49:31.642065,CordoBar,food,DE44305226222441557697,DE50561242036667643899
1939,50.30,2019-05-09T10:49:31.641958,Cocolo Ramen,food,DE32132962269821718345,DE50561242036667643899
1964,702.77,2021-01-30T10:49:31.641958,thanks,transfer,DE50493093512418563495,DE50561242036667643899
1998,1.77,2021-06-03T10:49:31.641958,Pauly Saal,food,DE70334119137743514093,DE50561242036667643899
65,54.78,2020-05-01T10:49:31.642023,thanks,transfer,DE27235503909700305654,DE51728838437501118370
66,340.74,2018-10-24T10:49:31.641981,thanks,transfer,DE50139821739297986888,DE51728838437501118370
91,874.90,2018-02-16T10:49:31.641981,S.Oliver,clothes,DE78690946739504309806,DE51728838437501118370
112,310.22,2019-05-23T10:49:31.641981,Rewe,supermarket,DE51728838437501118370,DE51728838437501118370
145,831.58,2020-06-12T10:49:31.641784,thanks,transfer,DE76894768662419673111,DE51728838437501118370
158,303.15,2019-07-12T10:49:31.641981,thanks,transfer,DE92648558961468741310,DE51728838437501118370
189,725.24,2020-03-02T10:49:31.641870,booking.com,vacation,DE29354508073743831293,DE51728838437501118370
205,68.32,2021-01-20T10:49:31.641890,thanks,transfer,DE10985785971549145687,DE51728838437501118370
210,871.72,2020-06-12T10:49:31.642256,booking.com,vacation,DE28254691836878919381,DE51728838437501118370
213,281.76,2018-11-20T10:49:31.642108,hotels.com,vacation,DE46175649932131791856,DE51728838437501118370
218,244.66,2018-10-27T10:49:31.642023,easyjet,vacation,DE27235503909700305654,DE51728838437501118370
229,761.80,2020-02-04T10:49:31.642087,thanks,transfer,DE50493093512418563495,DE51728838437501118370
243,243.59,2019-08-21T10:49:31.641981,Aldi,supermarket,DE28571102327654896575,DE51728838437501118370
288,324.36,2017-12-09T10:49:31.641981,Zur Letzten Instanz,food,DE78690946739504309806,DE51728838437501118370
331,853.58,2018-12-25T10:49:31.642108,Vero Moda,clothes,DE46175649932131791856,DE51728838437501118370
342,943.17,2019-08-26T10:49:31.641848,Esprit,clothes,DE77851065666584720184,DE51728838437501118370
348,319.90,2018-03-10T10:49:31.641981,Effing,food,DE67444719107381296569,DE51728838437501118370
351,424.17,2020-03-19T10:49:31.641890,Vero Moda,clothes,DE10985785971549145687,DE51728838437501118370
396,942.73,2020-11-20T10:49:31.641848,Aldi,supermarket,DE77851065666584720184,DE51728838437501118370
413,159.97,2019-08-02T10:49:31.642065,Edeka,supermarket,DE44305226222441557697,DE51728838437501118370
463,533.68,2020-05-31T10:49:31.642023,Zalando,clothes,DE27235503909700305654,DE51728838437501118370
465,926.30,2019-06-27T10:49:31.641784,thanks,transfer,DE76894768662419673111,DE51728838437501118370
504,51.34,2019-08-08T10:49:31.641981,thanks,transfer,DE50139821739297986888,DE51728838437501118370
564,798.66,2019-06-25T10:49:31.641981,Vero Moda,clothes,DE32132962269821718345,DE51728838437501118370
626,348.45,2019-01-05T10:49:31.642174,booking.com,vacation,DE33510125629974889896,DE51728838437501118370
640,80.14,2017-12-10T10:49:31.641981,Zeit für Brot,food,DE65403466947923029055,DE51728838437501118370
671,684.12,2020-03-08T10:49:31.641981,booking.com,vacation,DE70334119137743514093,DE51728838437501118370
727,376.88,2019-02-22T10:49:31.641981,Rewe,supermarket,DE67444719107381296569,DE51728838437501118370
760,800.11,2019-03-26T10:49:31.641784,Lokal,food,DE76894768662419673111,DE51728838437501118370
776,715.40,2018-04-25T10:49:31.641981,Vero Moda,clothes,DE51728838437501118370,DE51728838437501118370
802,261.40,2021-02-12T10:49:31.641721,Aldi,supermarket,DE82444435329779109646,DE51728838437501118370
805,744.72,2017-12-25T10:49:31.641981,Pauly Saal,food,DE98578335434393251543,DE51728838437501118370
896,650.26,2019-10-03T10:49:31.641916,Edeka,supermarket,DE93852973047302670654,DE51728838437501118370
930,202.31,2020-08-28T10:49:31.642065,CordoBar,food,DE44305226222441557697,DE51728838437501118370
965,98.55,2020-01-28T10:49:31.641981,booking.com,vacation,DE98578335434393251543,DE51728838437501118370
986,75.93,2019-05-24T10:49:31.642065,Cocolo Ramen,food,DE44305226222441557697,DE51728838437501118370
1025,850.43,2020-10-13T10:49:31.642023,Zalando,clothes,DE27235503909700305654,DE51728838437501118370
1033,496.43,2020-02-14T10:49:31.641981,Vero Moda,clothes,DE20117978677399847042,DE51728838437501118370
1045,911.75,2019-02-18T10:49:31.641784,thanks,transfer,DE76894768662419673111,DE51728838437501118370
1110,345.48,2018-04-18T10:49:31.642174,Cocolo Ramen,food,DE33510125629974889896,DE51728838437501118370
1134,159.28,2020-10-01T10:49:31.642174,thanks,transfer,DE33510125629974889896,DE51728838437501118370
1190,53.59,2019-05-23T10:49:31.642087,Zeit für Brot,food,DE50493093512418563495,DE51728838437501118370
1218,736.20,2020-02-02T10:49:31.641981,S.Oliver,clothes,DE98578335434393251543,DE51728838437501118370
1248,439.75,2021-02-13T10:49:31.641784,Edeka,supermarket,DE76894768662419673111,DE51728838437501118370
1253,586.28,2018-09-14T10:49:31.642108,thanks,transfer,DE46175649932131791856,DE51728838437501118370
1271,866.74,2021-05-13T10:49:31.641890,Zalando,clothes,DE10985785971549145687,DE51728838437501118370
1286,154.97,2019-09-12T10:49:31.641981,Aldi,supermarket,DE65403466947923029055,DE51728838437501118370
1291,883.45,2018-08-24T10:49:31.641981,Aldi,supermarket,DE50139821739297986888,DE51728838437501118370
1293,634.23,2018-02-14T10:49:31.641981,S.Oliver,clothes,DE92648558961468741310,DE51728838437501118370
1349,474.72,2019-04-19T10:49:31.641981,ryanair,vacation,DE32132962269821718345,DE51728838437501118370
1351,378.74,2020-04-21T10:49:31.641981,Rewe,supermarket,DE50139821739297986888,DE51728838437501118370
1364,642.46,2019-10-10T10:49:31.641981,easyjet,vacation,DE51728838437501118370,DE51728838437501118370
1450,345.92,2021-06-18T10:49:31.641890,easyjet,vacation,DE10985785971549145687,DE51728838437501118370
1491,269.19,2020-05-09T10:49:31.641981,thanks,transfer,DE28571102327654896575,DE51728838437501118370
1495,584.37,2021-04-10T10:49:31.641848,thanks,transfer,DE77851065666584720184,DE51728838437501118370
1510,923.61,2018-11-14T10:49:31.641981,Aldi,supermarket,DE92648558961468741310,DE51728838437501118370
1601,275.19,2018-10-12T10:49:31.642087,Cocolo Ramen,food,DE50493093512418563495,DE51728838437501118370
1690,5.82,2020-05-26T10:49:31.641890,Aldi,supermarket,DE10985785971549145687,DE51728838437501118370
1707,77.45,2018-09-26T10:49:31.641981,Rewe,supermarket,DE92648558961468741310,DE51728838437501118370
1723,595.39,2018-07-25T10:49:31.642174,Aldi,supermarket,DE33510125629974889896,DE51728838437501118370
1775,178.45,2020-01-07T10:49:31.641981,hotels.com,vacation,DE67444719107381296569,DE51728838437501118370
1825,945.94,2019-12-03T10:49:31.641870,Aldi,supermarket,DE29354508073743831293,DE51728838437501118370
1869,560.31,2019-08-20T10:49:31.641981,ryanair,vacation,DE70334119137743514093,DE51728838437501118370
1871,1000.83,2018-11-17T10:49:31.642174,Edeka,supermarket,DE33510125629974889896,DE51728838437501118370
1885,530.62,2020-03-18T10:49:31.641916,hotels.com,vacation,DE93852973047302670654,DE51728838437501118370
1891,688.30,2018-08-05T10:49:31.641981,Aldi,supermarket,DE67444719107381296569,DE51728838437501118370
1903,770.22,2020-11-25T10:49:31.642000,Edeka,supermarket,DE22170806079195028710,DE51728838437501118370
1906,430.30,2018-01-12T10:49:31.641981,S.Oliver,clothes,DE98578335434393251543,DE51728838437501118370
1958,595.60,2019-07-08T10:49:31.642174,Zalando,clothes,DE33510125629974889896,DE51728838437501118370
1984,657.80,2018-03-27T10:49:31.641981,CordoBar,food,DE20117978677399847042,DE51728838437501118370
1986,66.89,2019-01-05T10:49:31.641784,Zalando,clothes,DE76894768662419673111,DE51728838437501118370
32,903.73,2019-02-27T10:49:31.642129,Zalando,clothes,DE67444719107381296569,DE65403466947923029055
58,294.64,2019-02-18T10:49:31.641916,ryanair,vacation,DE93852973047302670654,DE65403466947923029055
67,96.91,2020-03-04T10:49:31.641981,Pasta Bar,food,DE51728838437501118370,DE65403466947923029055
90,950.39,2018-01-22T10:49:31.642129,ryanair,vacation,DE20117978677399847042,DE65403466947923029055
104,340.48,2020-07-31T10:49:31.642087,hotels.com,vacation,DE50493093512418563495,DE65403466947923029055
125,541.38,2020-01-30T10:49:31.642129,Pauly Saal,food,DE92648558961468741310,DE65403466947923029055
147,541.89,2020-09-17T10:49:31.642023,thanks,transfer,DE27235503909700305654,DE65403466947923029055
226,622.83,2021-10-02T10:49:31.642065,Pasta Bar,food,DE44305226222441557697,DE65403466947923029055
237,937.69,2019-04-01T10:49:31.641916,thanks,transfer,DE93852973047302670654,DE65403466947923029055
273,969.45,2020-02-01T10:49:31.642129,thanks,transfer,DE70334119137743514093,DE65403466947923029055
291,158.66,2021-08-06T10:49:31.642279,ryanair,vacation,DE31852781254280985515,DE65403466947923029055
318,466.92,2019-03-31T10:49:31.642129,Lokal,food,DE28571102327654896575,DE65403466947923029055
321,795.65,2019-05-10T10:49:31.642129,thanks,transfer,DE50139821739297986888,DE65403466947923029055
330,123.44,2021-02-23T10:49:31.642279,Esprit,clothes,DE31852781254280985515,DE65403466947923029055
337,149.19,2018-08-08T10:49:31.642108,Pauly Saal,food,DE46175649932131791856,DE65403466947923029055
346,279.86,2020-01-25T10:49:31.642108,Esprit,clothes,DE46175649932131791856,DE65403466947923029055
347,436.12,2019-08-13T10:49:31.641981,thanks,transfer,DE51728838437501118370,DE65403466947923029055
360,10.22,2020-11-25T10:49:31.641784,thanks,transfer,DE76894768662419673111,DE65403466947923029055
414,980.88,2020-04-23T10:49:31.642256,Pasta Bar,food,DE28254691836878919381,DE65403466947923029055
426,945.84,2018-10-07T10:49:31.642129,Zalando,clothes,DE28571102327654896575,DE65403466947923029055
429,883.55,2021-09-16T10:49:31.641721,thanks,transfer,DE82444435329779109646,DE65403466947923029055
446,880.21,2019-09-24T10:49:31.641916,S.Oliver,clothes,DE93852973047302670654,DE65403466947923029055
464,355.79,2020-09-21T10:49:31.641890,thanks,transfer,DE10985785971549145687,DE65403466947923029055
519,617.34,2019-03-17T10:49:31.642108,Effing,food,DE46175649932131791856,DE65403466947923029055
520,457.35,2019-05-25T10:49:31.641721,Rewe,supermarket,DE82444435329779109646,DE65403466947923029055
587,710.94,2019-12-14T10:49:31.642129,Vero Moda,clothes,DE70334119137743514093,DE65403466947923029055
624,294.92,2018-11-01T10:49:31.642129,thanks,transfer,DE70334119137743514093,DE65403466947923029055
699,610.15,2018-03-04T10:49:31.642129,S.Oliver,clothes,DE78690946739504309806,DE65403466947923029055
710,106.37,2018-02-26T10:49:31.642129,Rewe,supermarket,DE98578335434393251543,DE65403466947923029055
732,9.65,2019-02-07T10:49:31.642129,thanks,transfer,DE78690946739504309806,DE65403466947923029055
752,120.53,2020-05-15T10:49:31.642129,Zalando,clothes,DE50139821739297986888,DE65403466947923029055
753,922.70,2020-05-19T10:49:31.642174,Zalando,clothes,DE33510125629974889896,DE65403466947923029055
797,447.83,2018-05-05T10:49:31.642174,Pauly Saal,food,DE33510125629974889896,DE65403466947923029055
821,281.69,2020-04-04T10:49:31.641981,Rewe,supermarket,DE51728838437501118370,DE65403466947923029055
857,5.48,2018-02-05T10:49:31.641981,thanks,transfer,DE51728838437501118370,DE65403466947923029055
861,244.25,2018-05-24T10:49:31.642129,Lokal,food,DE28571102327654896575,DE65403466947923029055
877,271.20,2020-12-12T10:49:31.642023,thanks,transfer,DE27235503909700305654,DE65403466947923029055
881,444.28,2018-03-27T10:49:31.642129,thanks,transfer,DE78690946739504309806,DE65403466947923029055
929,999.33,2019-08-18T10:49:31.642065,S.Oliver,clothes,DE44305226222441557697,DE65403466947923029055
997,124.68,2020-03-03T10:49:31.641721,Vero Moda,clothes,DE82444435329779109646,DE65403466947923029055
1002,748.71,2019-07-19T10:49:31.642129,S.Oliver,clothes,DE92648558961468741310,DE65403466947923029055
1030,326.24,2020-07-14T10:49:31.641848,Pasta Bar,food,DE77851065666584720184,DE65403466947923029055
1077,837.69,2019-09-22T10:49:31.641870,thanks,transfer,DE29354508073743831293,DE65403466947923029055
1122,922.84,2018-12-12T10:49:31.642129,thanks,transfer,DE50139821739297986888,DE65403466947923029055
1150,460.67,2019-07-10T10:49:31.642279,Zalando,clothes,DE31852781254280985515,DE65403466947923029055
1162,96.36,2019-01-09T10:49:31.642129,Zur Letzten Instanz,food,DE20117978677399847042,DE65403466947923029055
1173,256.65,2020-03-09T10:49:31.642129,Aldi,supermarket,DE70334119137743514093,DE65403466947923029055
1191,461.76,2019-11-07T10:49:31.641981,Pasta Bar,food,DE51728838437501118370,DE65403466947923029055
1207,621.46,2020-01-09T10:49:31.642129,Edeka,supermarket,DE98578335434393251543,DE65403466947923029055
1222,744.30,2020-06-16T10:49:31.642065,Zalando,clothes,DE44305226222441557697,DE65403466947923029055
1241,769.58,2020-04-23T10:49:31.641958,easyjet,vacation,DE50561242036667643899,DE65403466947923029055
1284,626.48,2020-05-22T10:49:31.642129,Edeka,supermarket,DE78690946739504309806,DE65403466947923029055
1332,150.12,2020-02-24T10:49:31.641890,Rewe,supermarket,DE10985785971549145687,DE65403466947923029055
1363,804.58,2019-12-27T10:49:31.642129,thanks,transfer,DE92648558961468741310,DE65403466947923029055
1379,744.95,2020-01-29T10:49:31.641848,Vero Moda,clothes,DE77851065666584720184,DE65403466947923029055
1409,506.18,2019-03-09T10:49:31.642129,easyjet,vacation,DE78690946739504309806,DE65403466947923029055
1414,108.92,2020-08-13T10:49:31.642108,thanks,transfer,DE46175649932131791856,DE65403466947923029055
1459,894.83,2021-02-15T10:49:31.641848,CordoBar,food,DE77851065666584720184,DE65403466947923029055
1520,627.93,2019-11-21T10:49:31.642256,Esprit,clothes,DE28254691836878919381,DE65403466947923029055
1543,886.45,2019-10-13T10:49:31.642129,thanks,transfer,DE92648558961468741310,DE65403466947923029055
1565,387.72,2020-10-08T10:49:31.642174,thanks,transfer,DE33510125629974889896,DE65403466947923029055
1570,564.93,2018-05-02T10:49:31.642129,Effing,food,DE20117978677399847042,DE65403466947923029055
1574,519.29,2019-08-12T10:49:31.642256,ryanair,vacation,DE28254691836878919381,DE65403466947923029055
1585,646.74,2021-01-06T10:49:31.642256,Pauly Saal,food,DE28254691836878919381,DE65403466947923029055
1617,857.52,2018-09-10T10:49:31.641784,Esprit,clothes,DE76894768662419673111,DE65403466947923029055
1680,266.35,2018-02-16T10:49:31.641981,Esprit,clothes,DE51728838437501118370,DE65403466947923029055
1710,743.67,2021-03-26T10:49:31.641870,Rewe,supermarket,DE29354508073743831293,DE65403466947923029055
1788,996.72,2020-03-12T10:49:31.642129,ryanair,vacation,DE92648558961468741310,DE65403466947923029055
1795,410.27,2020-09-14T10:49:31.642065,S.Oliver,clothes,DE44305226222441557697,DE65403466947923029055
1799,990.22,2019-10-28T10:49:31.642023,CordoBar,food,DE27235503909700305654,DE65403466947923029055
1812,195.42,2019-10-25T10:49:31.642023,thanks,transfer,DE27235503909700305654,DE65403466947923029055
